File_Name,positive_score,negative_score,polarity_score,subjectivity_score,avg_sentence_length,percentage_complex_words,fog_index,avg_words_per_sentence,word_count,syllable_per_word,personal_pronoun_count,avg_word_length
blackassign0071.txt,1,-1,2000000.0,0.0,17.02469135802469,12.762871646120377,11.915025201658027,17.02469135802469,1379,1.3517041334300217,2,6.664516129032258
blackassign0028.txt,0,0,0.0,0.0,34.25581395348837,17.10794297352342,20.545502770804717,34.25581395348837,1473,1.4765784114052953,3,7.0997267759562845
blackassign0095.txt,2,0,0.99999950000025,0.004024144861118421,24.256410256410255,15.433403805496829,15.875925624762836,24.256410256410255,946,1.43446088794926,3,6.714285714285714
blackassign0088.txt,0,0,0.0,0.0,32.676923076923075,17.984934086629,20.26474286542083,32.676923076923075,2124,1.5451977401129944,1,6.896645512239347
blackassign0077.txt,0,0,0.0,0.0,36.93333333333333,17.870036101083034,21.92134777376655,36.93333333333333,554,1.5487364620938628,1,7.043918918918919
blackassign0080.txt,0,0,0.0,0.0,21.09045226130653,9.60209673576364,12.277019598828069,21.09045226130653,4197,1.2554205384798667,3,6.175102599179207
blackassign0002.txt,0,0,0.0,0.0,22.475609756097562,19.533369506239826,16.803591704934956,22.475609756097562,1843,1.5463917525773196,4,7.19238683127572
blackassign0053.txt,2,0,0.99999950000025,0.003944773167761788,20.125,16.873706004140786,14.799482401656315,20.125,966,1.5082815734989647,1,7.007889546351085
blackassign0015.txt,0,0,0.0,0.0,24.796875,17.51732829237555,16.92568131695022,24.796875,1587,1.532451165721487,1,7.129930394431555
blackassign0082.txt,0,0,0.0,0.0,29.359375,18.893028206492815,19.30096128259713,29.359375,1879,1.549228312932411,1,7.121832358674464
blackassign0055.txt,0,0,0.0,0.0,29.128205128205128,14.26056338028169,17.35550740339473,29.128205128205128,1136,1.4383802816901408,1,6.548885077186964
blackassign0051.txt,0,0,0.0,0.0,31.09090909090909,17.05653021442495,19.258975722133616,31.09090909090909,1026,1.4844054580896686,3,6.864503816793893
blackassign0067.txt,5,0,0.99999980000004,0.00990099007940398,18.136363636363637,11.946532999164578,12.033158654211286,18.136363636363637,1197,1.3609022556390977,1,6.891089108910891
blackassign0006.txt,0,0,0.0,0.0,24.967391304347824,21.6804527644754,18.65913762752929,24.967391304347824,2297,1.6552024379625598,1,7.727777777777778
blackassign0087.txt,1,0,0.9999990000010001,0.0013605442158359942,27.647058823529413,14.255319148936172,16.760951188986237,27.647058823529413,1410,1.4347517730496453,2,6.672108843537415
blackassign0064.txt,0,0,0.0,0.0,28.153846153846153,19.30783242258652,18.98467143057307,28.153846153846153,2196,1.51183970856102,6,7.3190519598906105
blackassign0057.txt,0,0,0.0,0.0,20.59375,16.236722306525035,14.732188922610016,20.59375,659,1.4962063732928679,1,7.329268292682927
blackassign0086.txt,2,0,0.99999950000025,0.001895734595359493,22.50526315789474,14.078578110383535,14.633536507311312,22.50526315789474,2138,1.391019644527596,1,6.674881516587678
blackassign0068.txt,0,0,0.0,0.0,26.6231884057971,12.629286880783885,15.700990114632397,26.6231884057971,1837,1.3298856831790964,1,6.662878787878788
blackassign0046.txt,0,0,0.0,0.0,21.5,18.046511627906977,15.818604651162794,21.5,1075,1.5013953488372094,1,6.989150090415913
blackassign0052.txt,2,-2,4000000.0,0.0,20.657894736842106,15.24416135881104,14.360822438261259,20.657894736842106,2355,1.4208067940552016,3,6.743330266789329
blackassign0025.txt,4,-2,2.99999850000075,0.002865329508788926,46.1,12.72595806218366,23.530383224873464,46.1,1383,1.3998553868402024,4,6.348137535816619
blackassign0016.txt,0,0,0.0,0.0,24.796875,17.51732829237555,16.92568131695022,24.796875,1587,1.532451165721487,1,7.129930394431555
blackassign0034.txt,0,0,0.0,0.0,27.4,14.659367396593673,16.823746958637468,27.4,1644,1.4251824817518248,4,6.879641485275288
blackassign0035.txt,2,0,0.99999950000025,0.0037243947789117418,21.693877551020407,16.55691439322672,15.300316777698852,21.693877551020407,1063,1.4835371589840076,3,6.867783985102421
blackassign0021.txt,0,-1,-1.000001000001,-0.0013550135482994397,25.685185185185187,20.40374909877433,18.435573713583807,25.685185185185187,1387,1.5825522710886806,3,7.338753387533876
blackassign0094.txt,3,-1,1.9999990000005,0.0026178010436939776,22.492537313432837,13.86861313868613,14.544460180847588,22.492537313432837,1507,1.4054412740544127,3,6.642670157068062
blackassign0098.txt,0,0,0.0,0.0,43.77777777777778,21.82741116751269,26.242075578116186,43.77777777777778,394,1.6065989847715736,1,7.093220338983051
blackassign0042.txt,1,0,0.9999990000010001,0.0010695187154336698,31.076923076923077,13.415841584158416,17.7971058644326,31.076923076923077,2020,1.4584158415841584,11,6.789304812834224
blackassign0008.txt,0,0,0.0,0.0,21.26923076923077,25.949367088607595,18.887439143135346,21.26923076923077,1106,1.7784810126582278,1,7.853968253968254
blackassign0072.txt,4,0,0.9999997500000625,0.005464480866851802,18.678571428571427,11.663479923518166,12.136820540835837,18.678571428571427,1569,1.325685149776928,3,6.450819672131147
blackassign0058.txt,0,0,0.0,0.0,26.8,22.139303482587064,19.575721393034826,26.8,402,1.6940298507462686,1,7.44206008583691
blackassign0038.txt,2,0,0.99999950000025,0.0015455950529013947,31.03529411764706,14.783927217589083,18.32768853409446,31.03529411764706,2638,1.4552691432903715,2,6.67774343122102
blackassign0007.txt,0,0,0.0,0.0,20.238095238095237,19.137254901960784,15.75014005602241,20.238095238095237,1275,1.5450980392156863,2,6.989598811292719
blackassign0059.txt,1,-1,2000000.0,0.0,19.533333333333335,13.310580204778159,13.137565415244598,19.533333333333335,1172,1.3600682593856654,5,6.649812734082397
blackassign0074.txt,0,0,0.0,0.0,22.584615384615386,18.32425068119891,16.36354642632572,22.584615384615386,1468,1.526566757493188,1,7.001338688085676
blackassign0096.txt,1,0,0.9999990000010001,0.0013037809630980692,26.62962962962963,19.471488178025034,18.440447123061865,26.62962962962963,1438,1.5744089012517386,2,7.058670143415906
blackassign0060.txt,2,0,0.99999950000025,0.008368200801806691,30.571428571428573,18.22429906542056,19.518291054739656,30.571428571428573,428,1.544392523364486,1,6.933054393305439
blackassign0048.txt,0,0,0.0,0.0,38.63636363636363,22.35294117647059,24.39572192513369,38.63636363636363,425,1.64,1,7.178423236514523
blackassign0039.txt,2,0,0.99999950000025,0.0016977928678286985,26.127659574468087,14.250814332247558,16.15138956268626,26.127659574468087,2456,1.373371335504886,1,6.794567062818336
blackassign0044.txt,0,0,0.0,0.0,30.423076923076923,19.469026548672566,19.9568413886998,30.423076923076923,791,1.5878634639696587,1,7.261574074074074
blackassign0099.txt,0,0,0.0,0.0,26.0,13.581730769230768,15.832692307692307,26.0,832,1.4387019230769231,1,6.536529680365297
blackassign0079.txt,0,0,0.0,0.0,26.295081967213115,15.336658354114713,16.65269612853113,26.295081967213115,1604,1.4120947630922693,5,6.70771144278607
blackassign0065.txt,0,0,0.0,0.0,29.136986301369863,12.881993417959567,16.80759188773177,29.136986301369863,2127,1.3991537376586742,1,6.5797244094488185
blackassign0033.txt,0,0,0.0,0.0,26.62962962962963,15.02086230876217,16.66019677535672,26.62962962962963,2157,1.4557255447380621,7,6.842452830188679
blackassign0023.txt,0,0,0.0,0.0,25.647058823529413,14.3348623853211,15.992768483540207,25.647058823529413,1744,1.4655963302752293,3,6.823927765237021
blackassign0073.txt,2,0,0.99999950000025,0.0027932960854842232,28.1875,12.416851441241686,16.241740576496678,28.1875,1353,1.3932002956393201,4,6.335195530726257
blackassign0014.txt,0,0,0.0,0.0,19.616438356164384,17.667597765363126,14.913614448611003,19.616438356164384,1432,1.5076815642458101,1,7.027063599458728
blackassign0054.txt,0,0,0.0,0.0,30.428571428571427,16.118935837245697,18.619002906326852,30.428571428571427,639,1.489827856025039,1,6.73314606741573
blackassign0001.txt,3,0,0.9999996666667778,0.009374999970703126,20.896551724137932,16.17161716171617,14.827267554341644,20.896551724137932,606,1.4966996699669968,1,6.784375
blackassign0076.txt,1,0,0.9999990000010001,0.002036659873652424,28.794117647058822,15.832482124616956,17.850639908670313,28.794117647058822,979,1.4535240040858017,1,6.743380855397149
blackassign0018.txt,0,0,0.0,0.0,29.20408163265306,19.49685534591195,19.480374791426005,29.20408163265306,1431,1.546470999301188,1,7.3493150684931505
blackassign0050.txt,0,0,0.0,0.0,29.166666666666668,15.542857142857141,17.883809523809525,29.166666666666668,1750,1.4748571428571429,1,6.884875846501129
blackassign0041.txt,1,0,0.9999990000010001,0.0011641443525446514,19.211764705882352,15.43172075933864,13.857394186088397,19.211764705882352,1633,1.4304960195958358,3,6.562281722933644
blackassign0090.txt,0,0,0.0,0.0,20.08974358974359,14.29483088704531,13.75382979071556,20.08974358974359,1567,1.412252712188896,5,6.745406824146982
blackassign0019.txt,2,-1,2.9999970000030003,0.0009433962255250978,21.636363636363637,17.647058823529413,15.713368983957219,21.636363636363637,2142,1.4934640522875817,1,7.189622641509434
blackassign0004.txt,0,0,0.0,0.0,25.625,24.459930313588853,20.033972125435543,25.625,1435,1.6905923344947735,1,7.714463840399002
blackassign0032.txt,1,-1,2000000.0,0.0,20.802083333333332,14.271407110665999,14.029396177599734,20.802083333333332,1997,1.4221331997996995,4,6.500998003992016
blackassign0020.txt,0,0,0.0,0.0,28.137931034482758,15.563725490196079,17.480662609871537,28.137931034482758,816,1.4816176470588236,1,7.053299492385787
blackassign0027.txt,0,0,0.0,0.0,29.719298245614034,12.987012987012985,17.08252449305081,29.719298245614034,1694,1.3825265643447462,2,6.4041514041514045
blackassign0084.txt,1,0,0.9999990000010001,0.001666666663888889,28.372093023255815,12.459016393442624,16.332443766679376,28.372093023255815,1220,1.3434426229508196,1,6.583333333333333
blackassign0085.txt,0,-2,-1.0000005000002499,-0.0019305019286385114,18.088709677419356,14.935354436023182,13.209625645377015,18.088709677419356,2243,1.419973250111458,2,6.7992277992278
blackassign0024.txt,0,0,0.0,0.0,34.08,17.95774647887324,20.815098591549297,34.08,852,1.5422535211267605,1,7.0198237885462555
blackassign0045.txt,2,0,0.99999950000025,0.0019047619029478457,162.6153846153846,13.765373699148533,70.55230332581327,162.6153846153846,2114,1.477294228949858,3,6.571428571428571
blackassign0092.txt,0,0,0.0,0.0,26.383333333333333,16.424510423247,17.123137502632133,26.383333333333333,1583,1.4630448515476941,1,6.765661252900232
blackassign0047.txt,0,0,0.0,0.0,23.022222222222222,21.235521235521233,17.703097383097383,23.022222222222222,1036,1.58011583011583,1,7.411334552102376
blackassign0056.txt,0,0,0.0,0.0,31.833333333333332,19.240837696335078,20.429668411867365,31.833333333333332,764,1.5523560209424083,1,6.9609756097560975
blackassign0091.txt,0,-1,-1.000001000001,-0.0013774104664222996,33.214285714285715,16.845878136200717,20.024065540194574,33.214285714285715,1395,1.5419354838709678,7,6.81267217630854
blackassign0029.txt,0,0,0.0,0.0,27.8,19.334532374100718,18.853812949640286,27.8,2224,1.597571942446043,2,7.145148356054531
blackassign0093.txt,1,0,0.9999990000010001,0.004255319130828429,31.285714285714285,17.579908675799086,19.546249184605347,31.285714285714285,438,1.5022831050228311,2,6.851063829787234
blackassign0066.txt,1,0,0.9999990000010001,0.0010799136057452338,22.023255813953487,12.882787750791975,13.962417425898185,22.023255813953487,1894,1.3558606124604013,6,6.518358531317495
